Date,USD_NTD
21-Sep-15,32.63
22-Sep-15,32.92
23-Sep-15,32.96
24-Sep-15,33.16
25-Sep-15,33.07
28-Sep-15,33.17
29-Sep-15,33.02
30-Sep-15,32.98
1-Oct-15,32.81
2-Oct-15,32.79
5-Oct-15,32.47
6-Oct-15,32.55
7-Oct-15,32.4
8-Oct-15,32.48
9-Oct-15,32.3
12-Oct-15,0.0
13-Oct-15,32.51
14-Oct-15,32.42
15-Oct-15,31.92
16-Oct-15,32.21
19-Oct-15,32.38
20-Oct-15,32.32
21-Oct-15,32.5
22-Oct-15,32.43
23-Oct-15,32.49
26-Oct-15,32.34
27-Oct-15,32.42
28-Oct-15,32.45
29-Oct-15,32.52
30-Oct-15,32.46
2-Nov-15,32.46
3-Nov-15,32.46
4-Nov-15,32.43
5-Nov-15,32.46
6-Nov-15,32.46
9-Nov-15,32.79
10-Nov-15,32.77
11-Nov-15,0.0
12-Nov-15,32.72
13-Nov-15,32.87
16-Nov-15,32.83
17-Nov-15,32.77
18-Nov-15,32.73
19-Nov-15,32.48
20-Nov-15,32.49
23-Nov-15,32.62
24-Nov-15,32.53
25-Nov-15,32.47
26-Nov-15,0.0
27-Nov-15,32.69
30-Nov-15,32.53
1-Dec-15,32.53
2-Dec-15,32.53
3-Dec-15,32.53
4-Dec-15,32.53
7-Dec-15,32.89
8-Dec-15,32.94
9-Dec-15,32.9
10-Dec-15,32.74
11-Dec-15,33.01
14-Dec-15,32.9
15-Dec-15,32.75
16-Dec-15,32.7
17-Dec-15,33.0
18-Dec-15,32.85
21-Dec-15,32.87
22-Dec-15,32.79
23-Dec-15,32.82
24-Dec-15,32.77
25-Dec-15,0.0
28-Dec-15,32.79
29-Dec-15,32.79
30-Dec-15,32.97
31-Dec-15,32.79
1-Jan-16,0.0
4-Jan-16,33.15
5-Jan-16,33.14
6-Jan-16,33.27
7-Jan-16,33.2
8-Jan-16,33.34
11-Jan-16,33.38
12-Jan-16,33.41
13-Jan-16,33.41
14-Jan-16,33.49
15-Jan-16,33.61
18-Jan-16,0.0
19-Jan-16,33.57
20-Jan-16,33.74
21-Jan-16,33.56
22-Jan-16,33.49
25-Jan-16,33.5
26-Jan-16,33.46
27-Jan-16,33.55
28-Jan-16,33.53
29-Jan-16,33.43
1-Feb-16,33.41
2-Feb-16,33.51
3-Feb-16,33.42
4-Feb-16,33.0
5-Feb-16,33.37
8-Feb-16,33.41
9-Feb-16,33.23
10-Feb-16,33.0
11-Feb-16,32.95
12-Feb-16,33.04
15-Feb-16,0.0
16-Feb-16,33.21
17-Feb-16,33.25
18-Feb-16,33.26
19-Feb-16,33.3
22-Feb-16,33.15
23-Feb-16,33.26
24-Feb-16,33.3
25-Feb-16,33.19
26-Feb-16,33.29
29-Feb-16,33.22
1-Mar-16,33.04
2-Mar-16,33.09
3-Mar-16,32.92
4-Mar-16,32.49
7-Mar-16,32.54
8-Mar-16,32.76
9-Mar-16,32.75
10-Mar-16,32.87
11-Mar-16,32.58
14-Mar-16,32.68
15-Mar-16,32.86
16-Mar-16,32.77
17-Mar-16,32.24
18-Mar-16,32.3
21-Mar-16,32.33
22-Mar-16,32.34
23-Mar-16,32.49
24-Mar-16,32.5
25-Mar-16,32.49
28-Mar-16,32.56
29-Mar-16,32.57
30-Mar-16,32.16
31-Mar-16,32.18
1-Apr-16,32.26
4-Apr-16,32.38
5-Apr-16,32.44
6-Apr-16,32.38
7-Apr-16,32.4
8-Apr-16,32.4
11-Apr-16,32.33
12-Apr-16,32.33
13-Apr-16,32.35
14-Apr-16,32.41
15-Apr-16,32.32
18-Apr-16,32.32
19-Apr-16,32.11
20-Apr-16,32.18
21-Apr-16,32.27
22-Apr-16,32.36
25-Apr-16,32.34
26-Apr-16,32.27
27-Apr-16,32.36
28-Apr-16,32.23
29-Apr-16,32.28
2-May-16,32.22
3-May-16,32.32
4-May-16,32.39
5-May-16,32.4
6-May-16,32.38
9-May-16,32.54
10-May-16,32.54
11-May-16,32.49
12-May-16,32.59
13-May-16,32.66
16-May-16,32.65
17-May-16,32.56
18-May-16,32.76
19-May-16,32.75
20-May-16,32.69
23-May-16,32.58
24-May-16,32.64
25-May-16,32.55
26-May-16,32.49
27-May-16,32.54
30-May-16,0.0
31-May-16,32.58
1-Jun-16,32.62
2-Jun-16,32.6
3-Jun-16,32.28
6-Jun-16,32.25
7-Jun-16,32.16
8-Jun-16,32.13
9-Jun-16,32.27
10-Jun-16,32.29
13-Jun-16,32.37
14-Jun-16,32.39
15-Jun-16,32.31
16-Jun-16,32.37
17-Jun-16,32.34
20-Jun-16,32.22
21-Jun-16,32.15
22-Jun-16,32.07
23-Jun-16,31.99
24-Jun-16,32.36
27-Jun-16,32.53
28-Jun-16,32.41
29-Jun-16,32.27
30-Jun-16,32.22
1-Jul-16,32.2
4-Jul-16,0.0
5-Jul-16,32.33
6-Jul-16,32.36
7-Jul-16,32.32
8-Jul-16,32.23
11-Jul-16,32.21
12-Jul-16,32.13
13-Jul-16,32.16
14-Jul-16,31.94
15-Jul-16,31.92
18-Jul-16,31.93
19-Jul-16,32.06
20-Jul-16,32.07
21-Jul-16,31.98
22-Jul-16,32.03
25-Jul-16,32.2
26-Jul-16,32.11
27-Jul-16,32.06
28-Jul-16,31.96
29-Jul-16,31.82
1-Aug-16,31.55
2-Aug-16,31.57
3-Aug-16,31.66
4-Aug-16,31.62
5-Aug-16,31.54
8-Aug-16,31.45
9-Aug-16,31.28
10-Aug-16,31.05
11-Aug-16,31.25
12-Aug-16,31.38
15-Aug-16,31.31
16-Aug-16,31.26
17-Aug-16,31.53
18-Aug-16,31.4
19-Aug-16,31.64
22-Aug-16,31.8
23-Aug-16,31.78
24-Aug-16,31.79
25-Aug-16,31.68
26-Aug-16,31.64
29-Aug-16,31.7
30-Aug-16,31.74
31-Aug-16,31.74
1-Sep-16,31.72
2-Sep-16,31.66
5-Sep-16,0.0
6-Sep-16,31.18
7-Sep-16,31.24
8-Sep-16,31.32
9-Sep-16,31.58
12-Sep-16,31.7
13-Sep-16,31.77
14-Sep-16,31.68
15-Sep-16,31.68
16-Sep-16,31.7
19-Sep-16,31.37
20-Sep-16,31.31
21-Sep-16,31.28
22-Sep-16,31.3
23-Sep-16,31.34
26-Sep-16,31.41
27-Sep-16,31.37
28-Sep-16,31.35
29-Sep-16,31.35
30-Sep-16,31.27
3-Oct-16,31.36
4-Oct-16,31.43
5-Oct-16,31.45
6-Oct-16,31.5
7-Oct-16,31.47
10-Oct-16,0.0
11-Oct-16,31.64
12-Oct-16,31.63
13-Oct-16,31.74
14-Oct-16,31.76
17-Oct-16,31.79
18-Oct-16,31.53
19-Oct-16,31.44
20-Oct-16,31.58
21-Oct-16,31.75
24-Oct-16,31.68
25-Oct-16,31.53
26-Oct-16,31.59
27-Oct-16,31.7
28-Oct-16,31.61
31-Oct-16,31.54
1-Nov-16,31.54
2-Nov-16,31.52
3-Nov-16,31.54
4-Nov-16,31.54
7-Nov-16,31.45
8-Nov-16,31.41
9-Nov-16,31.53
10-Nov-16,31.77
11-Nov-16,0.0
14-Nov-16,31.99
15-Nov-16,31.83
16-Nov-16,31.85
17-Nov-16,31.93
18-Nov-16,32.01
21-Nov-16,31.89
22-Nov-16,31.85
23-Nov-16,31.99
24-Nov-16,0.0
25-Nov-16,31.85
28-Nov-16,31.76
29-Nov-16,31.82
30-Nov-16,31.92
1-Dec-16,31.93
2-Dec-16,31.88
5-Dec-16,32.01
6-Dec-16,31.92
7-Dec-16,31.72
8-Dec-16,31.73
9-Dec-16,31.8
12-Dec-16,31.77
13-Dec-16,31.77
14-Dec-16,31.73
15-Dec-16,32.0
16-Dec-16,31.94
19-Dec-16,31.98
20-Dec-16,32.06
21-Dec-16,32.05
22-Dec-16,32.19
23-Dec-16,32.18
26-Dec-16,0.0
27-Dec-16,32.27
28-Dec-16,32.42
29-Dec-16,32.26
30-Dec-16,32.4
2-Jan-17,0.0
3-Jan-17,32.37
4-Jan-17,32.16
5-Jan-17,31.78
6-Jan-17,32.0
9-Jan-17,32.02
10-Jan-17,31.92
11-Jan-17,31.9
12-Jan-17,31.49
13-Jan-17,31.6
16-Jan-17,0.0
17-Jan-17,31.38
18-Jan-17,31.53
19-Jan-17,31.6
20-Jan-17,0.0
23-Jan-17,31.41
24-Jan-17,31.31
25-Jan-17,31.31
26-Jan-17,31.42
27-Jan-17,31.5
30-Jan-17,31.38
31-Jan-17,31.19
1-Feb-17,31.17
2-Feb-17,31.0
3-Feb-17,30.79
6-Feb-17,30.89
7-Feb-17,31.06
8-Feb-17,31.03
9-Feb-17,31.06
10-Feb-17,30.94
13-Feb-17,30.96
14-Feb-17,30.78
15-Feb-17,30.73
16-Feb-17,30.75
17-Feb-17,30.9
20-Feb-17,0.0
21-Feb-17,30.8
22-Feb-17,30.77
23-Feb-17,30.61
24-Feb-17,30.64
27-Feb-17,30.72
28-Feb-17,30.64
1-Mar-17,30.76
2-Mar-17,30.88
3-Mar-17,31.03
6-Mar-17,30.95
7-Mar-17,30.92
8-Mar-17,30.93
9-Mar-17,31.01
10-Mar-17,30.99
13-Mar-17,30.99
14-Mar-17,30.94
15-Mar-17,30.83
16-Mar-17,30.94
17-Mar-17,30.52
20-Mar-17,30.38
21-Mar-17,30.43
22-Mar-17,30.45
23-Mar-17,30.46
24-Mar-17,30.32
27-Mar-17,30.14
28-Mar-17,30.17
29-Mar-17,30.21
30-Mar-17,30.29
31-Mar-17,30.38
3-Apr-17,30.33
4-Apr-17,30.47
5-Apr-17,30.4
6-Apr-17,30.51
7-Apr-17,30.56
10-Apr-17,30.57
11-Apr-17,30.63
12-Apr-17,30.55
13-Apr-17,30.32
14-Apr-17,30.31
17-Apr-17,30.32
18-Apr-17,30.39
19-Apr-17,30.4
20-Apr-17,30.37
21-Apr-17,30.34
24-Apr-17,30.23
25-Apr-17,30.06
26-Apr-17,30.1
27-Apr-17,30.12
28-Apr-17,30.19
1-May-17,30.16
2-May-17,30.02
3-May-17,30.05
4-May-17,30.12
5-May-17,30.18
8-May-17,30.13
9-May-17,30.24
10-May-17,30.2
11-May-17,30.18
12-May-17,30.15
15-May-17,30.04
16-May-17,30.09
17-May-17,30.1
18-May-17,30.3
19-May-17,30.02
22-May-17,30.01
23-May-17,30.16
24-May-17,30.15
25-May-17,30.08
26-May-17,30.18
29-May-17,0.0
30-May-17,30.15
31-May-17,30.11
1-Jun-17,30.09
2-Jun-17,30.09
5-Jun-17,30.07
6-Jun-17,30.09
7-Jun-17,30.09
8-Jun-17,30.11
9-Jun-17,30.12
12-Jun-17,30.22
13-Jun-17,30.23
14-Jun-17,30.08
15-Jun-17,30.35
16-Jun-17,30.31
19-Jun-17,30.37
20-Jun-17,30.45
21-Jun-17,30.44
22-Jun-17,30.44
23-Jun-17,30.29
26-Jun-17,30.3
27-Jun-17,30.32
28-Jun-17,30.41
29-Jun-17,30.46
30-Jun-17,30.38
3-Jul-17,30.49
4-Jul-17,0.0
5-Jul-17,30.56
6-Jul-17,30.61
7-Jul-17,30.56
10-Jul-17,30.56
11-Jul-17,30.53
12-Jul-17,30.38
13-Jul-17,30.36
14-Jul-17,30.26
17-Jul-17,30.37
18-Jul-17,30.34
19-Jul-17,30.37
20-Jul-17,30.38
21-Jul-17,30.41
24-Jul-17,30.34
25-Jul-17,30.32
26-Jul-17,30.36
27-Jul-17,30.18
28-Jul-17,30.26
31-Jul-17,30.2
1-Aug-17,30.24
2-Aug-17,30.22
3-Aug-17,30.19
4-Aug-17,30.18
7-Aug-17,30.21
8-Aug-17,30.18
9-Aug-17,30.24
10-Aug-17,30.34
11-Aug-17,30.35
14-Aug-17,30.28
15-Aug-17,30.32
16-Aug-17,30.32
17-Aug-17,30.32
18-Aug-17,30.33
21-Aug-17,30.31
22-Aug-17,30.28
23-Aug-17,30.26
24-Aug-17,30.24
25-Aug-17,30.09
28-Aug-17,30.13
29-Aug-17,30.07
30-Aug-17,30.13
31-Aug-17,30.13
1-Sep-17,30.06
4-Sep-17,0.0
5-Sep-17,30.05
6-Sep-17,30.08
7-Sep-17,29.93
8-Sep-17,30.05
11-Sep-17,30.01
12-Sep-17,30.04
13-Sep-17,30.05
14-Sep-17,30.1
15-Sep-17,30.06
18-Sep-17,30.14
19-Sep-17,30.12
20-Sep-17,30.08
21-Sep-17,30.19
22-Sep-17,30.16
25-Sep-17,30.25
26-Sep-17,30.23
27-Sep-17,30.31
28-Sep-17,30.37
29-Sep-17,30.33
2-Oct-17,30.38
3-Oct-17,30.44
4-Oct-17,30.43
5-Oct-17,30.33
6-Oct-17,30.36
9-Oct-17,0.0
10-Oct-17,30.28
11-Oct-17,30.23
12-Oct-17,30.17
13-Oct-17,30.13
16-Oct-17,30.14
17-Oct-17,30.18
18-Oct-17,30.2
19-Oct-17,30.23
20-Oct-17,30.22
23-Oct-17,30.25
24-Oct-17,30.28
25-Oct-17,30.24
26-Oct-17,30.22
27-Oct-17,30.23
30-Oct-17,30.23
31-Oct-17,30.12
1-Nov-17,30.13
2-Nov-17,30.19
3-Nov-17,30.21
6-Nov-17,30.16
7-Nov-17,30.19
8-Nov-17,30.15
9-Nov-17,30.2
10-Nov-17,0.0
13-Nov-17,30.18
14-Nov-17,30.13
15-Nov-17,30.06
16-Nov-17,30.05
17-Nov-17,30.05
20-Nov-17,30.05
21-Nov-17,29.97
22-Nov-17,29.97
23-Nov-17,0.0
24-Nov-17,29.98
27-Nov-17,30.02
28-Nov-17,29.98
29-Nov-17,30.02
30-Nov-17,29.98
1-Dec-17,30.02
4-Dec-17,29.98
5-Dec-17,30.03
6-Dec-17,30.04
7-Dec-17,30.03
8-Dec-17,30.02
11-Dec-17,30.02
12-Dec-17,30.05
13-Dec-17,30.01
14-Dec-17,30.0
15-Dec-17,29.95
18-Dec-17,29.95
19-Dec-17,29.95
20-Dec-17,29.96
21-Dec-17,29.93
22-Dec-17,29.89
25-Dec-17,0.0
26-Dec-17,29.89
27-Dec-17,29.95
28-Dec-17,29.78
29-Dec-17,29.64
1-Jan-18,0.0
2-Jan-18,29.58
3-Jan-18,29.57
4-Jan-18,29.6
5-Jan-18,29.47
8-Jan-18,29.52
9-Jan-18,29.61
10-Jan-18,29.58
11-Jan-18,29.58
12-Jan-18,29.6
15-Jan-18,0.0
16-Jan-18,29.57
17-Jan-18,29.57
18-Jan-18,29.48
19-Jan-18,29.31
22-Jan-18,29.25
23-Jan-18,29.23
24-Jan-18,29.11
25-Jan-18,29.05
26-Jan-18,29.12
29-Jan-18,29.19
30-Jan-18,29.26
31-Jan-18,29.16
1-Feb-18,29.21
2-Feb-18,29.32
5-Feb-18,29.32
6-Feb-18,29.27
7-Feb-18,29.24
8-Feb-18,29.42
9-Feb-18,29.35
12-Feb-18,29.34
13-Feb-18,29.29
14-Feb-18,29.13
15-Feb-18,29.03
16-Feb-18,29.08
19-Feb-18,0.0
20-Feb-18,29.13
21-Feb-18,29.19
22-Feb-18,29.25
23-Feb-18,29.27
26-Feb-18,29.22
27-Feb-18,29.29
28-Feb-18,29.32
1-Mar-18,29.31
2-Mar-18,29.29
5-Mar-18,29.27
6-Mar-18,29.21
7-Mar-18,29.29
8-Mar-18,29.35
9-Mar-18,29.24
12-Mar-18,29.25
13-Mar-18,29.22
14-Mar-18,29.23
15-Mar-18,29.15
16-Mar-18,29.13
19-Mar-18,29.17
20-Mar-18,29.16
21-Mar-18,29.16
22-Mar-18,29.19
23-Mar-18,29.18
26-Mar-18,29.1
27-Mar-18,29.13
28-Mar-18,29.12
29-Mar-18,29.13
30-Mar-18,29.1
2-Apr-18,29.14
3-Apr-18,29.16
4-Apr-18,29.23
5-Apr-18,29.24
6-Apr-18,29.29
9-Apr-18,29.24
10-Apr-18,29.2
11-Apr-18,29.2
12-Apr-18,29.31
13-Apr-18,29.32
16-Apr-18,29.35
17-Apr-18,29.36
18-Apr-18,29.31
19-Apr-18,29.39
20-Apr-18,29.48
23-Apr-18,29.58
24-Apr-18,29.57
25-Apr-18,29.72
26-Apr-18,29.68
27-Apr-18,29.54
30-Apr-18,29.6
1-May-18,29.68
2-May-18,29.76
3-May-18,29.71
4-May-18,29.7
7-May-18,29.82
8-May-18,29.8
9-May-18,29.92
10-May-18,29.75
11-May-18,29.77
14-May-18,29.77
15-May-18,29.89
16-May-18,29.87
17-May-18,29.93
18-May-18,29.95
21-May-18,29.98
22-May-18,29.84
23-May-18,29.98
24-May-18,29.97
25-May-18,29.94
28-May-18,0.0
29-May-18,30.09
30-May-18,29.97
31-May-18,29.99
1-Jun-18,29.82
4-Jun-18,29.77
5-Jun-18,29.84
6-Jun-18,29.7
7-Jun-18,29.75
8-Jun-18,29.87
11-Jun-18,29.82
12-Jun-18,29.83
13-Jun-18,29.82
14-Jun-18,29.91
15-Jun-18,30.13
18-Jun-18,30.18
19-Jun-18,30.16
20-Jun-18,30.18
21-Jun-18,30.33
22-Jun-18,30.35
25-Jun-18,30.39
26-Jun-18,30.41
27-Jun-18,30.51
28-Jun-18,30.58
29-Jun-18,30.43
2-Jul-18,30.56
3-Jul-18,30.52
4-Jul-18,0.0
5-Jul-18,30.53
6-Jul-18,30.46
9-Jul-18,30.36
10-Jul-18,30.38
11-Jul-18,30.56
12-Jul-18,30.46
13-Jul-18,30.58
16-Jul-18,30.54
17-Jul-18,30.53
18-Jul-18,30.61
19-Jul-18,30.69
20-Jul-18,30.59
23-Jul-18,30.64
24-Jul-18,30.63
25-Jul-18,30.51
26-Jul-18,30.58
27-Jul-18,30.56
30-Jul-18,30.57
31-Jul-18,30.54
1-Aug-18,30.63
2-Aug-18,30.71
3-Aug-18,30.57
6-Aug-18,30.63
7-Aug-18,30.56
8-Aug-18,30.6
9-Aug-18,30.64
10-Aug-18,30.77
13-Aug-18,30.83
14-Aug-18,30.83
15-Aug-18,30.85
16-Aug-18,30.76
17-Aug-18,30.76
20-Aug-18,30.76
21-Aug-18,30.7
22-Aug-18,30.66
23-Aug-18,30.81
24-Aug-18,30.66
27-Aug-18,30.68
28-Aug-18,30.64
29-Aug-18,30.71
30-Aug-18,30.73
31-Aug-18,30.7
3-Sep-18,0.0
4-Sep-18,30.79
5-Sep-18,30.79
6-Sep-18,30.78
7-Sep-18,30.77
10-Sep-18,30.84
11-Sep-18,30.81
12-Sep-18,30.74
13-Sep-18,30.79
14-Sep-18,30.77
17-Sep-18,30.77
18-Sep-18,30.79
19-Sep-18,30.75
20-Sep-18,30.76
21-Sep-18,30.65
24-Sep-18,30.69
25-Sep-18,30.66
26-Sep-18,30.65
27-Sep-18,30.52
28-Sep-18,30.46
1-Oct-18,30.54
2-Oct-18,30.55
3-Oct-18,30.72
4-Oct-18,30.84
5-Oct-18,30.91
8-Oct-18,0.0
9-Oct-18,30.97
10-Oct-18,30.99
11-Oct-18,31.0
12-Oct-18,30.89
15-Oct-18,30.85
16-Oct-18,30.82
17-Oct-18,30.83
18-Oct-18,30.98
19-Oct-18,30.88
22-Oct-18,30.92
23-Oct-18,30.97
24-Oct-18,30.99
25-Oct-18,30.93
26-Oct-18,31.0
29-Oct-18,30.96
30-Oct-18,30.93
31-Oct-18,30.94
1-Nov-18,30.75
2-Nov-18,30.57
5-Nov-18,30.7
6-Nov-18,30.79
7-Nov-18,30.64
8-Nov-18,30.68
9-Nov-18,30.79
12-Nov-18,0.0
13-Nov-18,30.88
14-Nov-18,30.88
15-Nov-18,30.81
16-Nov-18,30.8
19-Nov-18,30.89
20-Nov-18,30.94
21-Nov-18,30.84
22-Nov-18,0.0
23-Nov-18,30.93
26-Nov-18,30.85
27-Nov-18,30.9
28-Nov-18,30.86
29-Nov-18,30.79
30-Nov-18,30.83
3-Dec-18,30.67
4-Dec-18,30.71
5-Dec-18,0.0
6-Dec-18,30.91
7-Dec-18,30.92
10-Dec-18,30.9
11-Dec-18,30.86
12-Dec-18,30.79
13-Dec-18,30.84
14-Dec-18,30.86
17-Dec-18,30.8
18-Dec-18,30.81
19-Dec-18,30.72
20-Dec-18,30.78
21-Dec-18,30.74
24-Dec-18,0.0
25-Dec-18,0.0
26-Dec-18,30.81
27-Dec-18,30.8
28-Dec-18,30.55
31-Dec-18,30.61
1-Jan-19,0.0
2-Jan-19,30.78
3-Jan-19,30.86
4-Jan-19,30.8
7-Jan-19,30.8
8-Jan-19,30.84
9-Jan-19,30.77
10-Jan-19,30.79
11-Jan-19,30.79
14-Jan-19,0.0
15-Jan-19,30.82
16-Jan-19,30.82
17-Jan-19,30.86
18-Jan-19,30.86
21-Jan-19,0.0
22-Jan-19,30.89
23-Jan-19,30.86
24-Jan-19,30.87
25-Jan-19,30.71
28-Jan-19,30.78
29-Jan-19,30.8
30-Jan-19,30.77
31-Jan-19,30.69
1-Feb-19,30.78
4-Feb-19,30.77
5-Feb-19,30.77
6-Feb-19,30.78
7-Feb-19,30.81
8-Feb-19,30.82
11-Feb-19,30.88
12-Feb-19,30.82
13-Feb-19,30.84
14-Feb-19,30.86
15-Feb-19,30.82
18-Feb-19,0.0
19-Feb-19,30.81
20-Feb-19,0.0
21-Feb-19,30.8
22-Feb-19,30.71
25-Feb-19,30.74
26-Feb-19,30.76
27-Feb-19,30.78
28-Feb-19,30.83
1-Mar-19,30.84
4-Mar-19,30.83
5-Mar-19,30.84
6-Mar-19,30.84
7-Mar-19,30.91
8-Mar-19,30.88
11-Mar-19,30.91
12-Mar-19,30.91
13-Mar-19,30.9
14-Mar-19,30.92
15-Mar-19,30.85
18-Mar-19,30.78
19-Mar-19,30.8
20-Mar-19,30.8
21-Mar-19,30.82
22-Mar-19,30.87
25-Mar-19,30.82
26-Mar-19,30.84
27-Mar-19,30.89
28-Mar-19,30.88
29-Mar-19,30.86
1-Apr-19,30.8
2-Apr-19,30.84
3-Apr-19,30.8
4-Apr-19,30.81
5-Apr-19,30.82
8-Apr-19,30.82
9-Apr-19,30.83
10-Apr-19,30.83
11-Apr-19,30.85
12-Apr-19,30.84
15-Apr-19,30.85
16-Apr-19,30.85
17-Apr-19,30.79
18-Apr-19,30.83
19-Apr-19,30.82
22-Apr-19,30.84
23-Apr-19,30.86
24-Apr-19,30.89
25-Apr-19,30.94
26-Apr-19,30.9
29-Apr-19,30.91
30-Apr-19,30.91
1-May-19,30.89
2-May-19,30.92
3-May-19,30.87
6-May-19,30.92
7-May-19,30.95
8-May-19,30.93
9-May-19,31.01
10-May-19,30.95
13-May-19,31.16
14-May-19,31.07
15-May-19,31.11
16-May-19,31.11
17-May-19,31.31
20-May-19,31.4
21-May-19,31.48
22-May-19,31.52
23-May-19,31.52
24-May-19,31.52
27-May-19,0.0
28-May-19,31.47
29-May-19,31.58
30-May-19,31.6
31-May-19,31.59
3-Jun-19,31.41
4-Jun-19,31.46
5-Jun-19,31.35
6-Jun-19,31.32
7-Jun-19,31.42
10-Jun-19,31.43
11-Jun-19,31.39
12-Jun-19,31.41
13-Jun-19,31.48
14-Jun-19,31.51
17-Jun-19,31.51
18-Jun-19,31.35
19-Jun-19,31.51
20-Jun-19,30.99
21-Jun-19,31.02
24-Jun-19,31.03
25-Jun-19,31.09
26-Jun-19,31.05
27-Jun-19,31.05
28-Jun-19,31.01
1-Jul-19,30.97
2-Jul-19,31.04
3-Jul-19,31.08
4-Jul-19,0.0
5-Jul-19,31.18
8-Jul-19,31.17
9-Jul-19,31.17
10-Jul-19,31.13
11-Jul-19,31.02
12-Jul-19,31.07
15-Jul-19,31.04
16-Jul-19,31.04
17-Jul-19,31.07
18-Jul-19,31.04
19-Jul-19,31.04
22-Jul-19,31.07
23-Jul-19,31.07
24-Jul-19,31.08
25-Jul-19,31.08
26-Jul-19,31.08
29-Jul-19,31.1
30-Jul-19,31.06
31-Jul-19,31.09
1-Aug-19,31.15
2-Aug-19,31.38
5-Aug-19,31.63
6-Aug-19,31.48
7-Aug-19,31.51
8-Aug-19,31.34
9-Aug-19,31.41
12-Aug-19,31.4
13-Aug-19,31.5
14-Aug-19,31.36
15-Aug-19,31.33
16-Aug-19,31.3
19-Aug-19,31.36
20-Aug-19,31.39
21-Aug-19,31.33
22-Aug-19,31.36
23-Aug-19,31.43
26-Aug-19,31.41
27-Aug-19,31.39
28-Aug-19,31.43
29-Aug-19,31.34
30-Aug-19,31.32
2-Sep-19,0.0
3-Sep-19,31.38
4-Sep-19,31.3
5-Sep-19,31.26
6-Sep-19,31.22
9-Sep-19,31.21
10-Sep-19,31.22
11-Sep-19,31.13
12-Sep-19,31.03
13-Sep-19,30.88
16-Sep-19,30.9
17-Sep-19,30.95
18-Sep-19,30.95
19-Sep-19,30.98
20-Sep-19,30.93
23-Sep-19,30.98
24-Sep-19,31.01
25-Sep-19,31.04
26-Sep-19,31.02
27-Sep-19,31.05
30-Sep-19,31.05
1-Oct-19,31.07
2-Oct-19,31.06
3-Oct-19,30.97
4-Oct-19,30.92
7-Oct-19,30.89
8-Oct-19,30.81
9-Oct-19,30.83
10-Oct-19,30.75
11-Oct-19,30.75
14-Oct-19,0.0
15-Oct-19,30.62
16-Oct-19,30.69
17-Oct-19,30.63
18-Oct-19,30.59
