Date,USD_NTD
2000-01-31,30.889500000000005
2000-02-29,30.80575
2000-03-31,30.719782608695656
2000-04-30,30.520249999999997
2000-05-31,30.771818181818187
2000-06-30,30.830454545454543
2000-07-31,30.983750000000004
2000-08-31,31.10608695652175
2000-09-30,31.197699999999998
2000-10-31,31.845714285714287
2000-11-30,32.43333333333334
2000-12-31,33.123000000000005
2001-01-31,32.67309523809525
2001-02-28,32.33
2001-03-31,32.62159090909091
2001-04-30,32.94047619047618
2001-05-31,33.20318181818181
2001-06-30,34.32800000000001
2001-07-31,34.82142857142857
2001-08-31,34.63913043478261
2001-09-30,34.58477777777777
2001-10-31,34.58272727272727
2001-11-30,34.49750000000002
2001-12-31,34.682
2002-01-31,35.027142857142856
2002-02-28,35.073157894736845
2002-03-31,35.019523809523804
2002-04-30,34.91727272727273
2002-05-31,34.45363636363636
2002-06-30,33.888999999999996
2002-07-31,33.27227272727273
2002-08-31,33.88409090909091
2002-09-30,34.57299999999999
2002-10-31,34.94681818181818
2002-11-30,34.673157894736846
2002-12-31,34.79904761904762
2003-01-31,34.57142857142857
2003-02-28,34.73415789473684
2003-03-31,34.721619047619036
2003-04-30,34.82386363636363
2003-05-31,34.69695238095238
2003-06-30,34.63285714285715
2003-07-31,34.39681818181817
2003-08-31,34.31809523809524
2003-09-30,33.9947619047619
2003-10-31,33.87454545454546
2003-11-30,34.03611111111112
2003-12-31,34.05636363636363
2004-01-31,33.6685
2004-02-29,33.21368421052632
2004-03-31,33.25217391304348
2004-04-30,32.970454545454544
2004-05-31,33.44415
2004-06-30,33.56772727272727
2004-07-31,33.80619047619047
2004-08-31,34.023181818181826
2004-09-30,33.892857142857146
2004-10-31,33.77475
2004-11-30,32.777
2004-12-31,32.17026086956522
2005-01-31,31.8465
2005-02-28,31.497631578947363
2005-03-31,31.105521739130445
2005-04-30,31.48
2005-05-31,31.265238095238086
2005-06-30,31.347272727272728
2005-07-31,31.885499999999997
2005-08-31,32.075652173913056
2005-09-30,32.9247619047619
2005-10-31,33.467499999999994
2005-11-30,33.58
2005-12-31,33.286095238095236
2006-01-31,32.03500000000001
2006-02-28,32.31894736842106
