series_id,year,period,value,footnote_codes
Gold ore mining0,1991,M08,109.2,
Gold ore mining0,1991,M09,105.4,
Gold ore mining0,1991,M10,104.7,
Gold ore mining0,1991,M11,106.2,
Gold ore mining0,1991,M12,109.5,
Gold ore mining0,1991,M13,108.0,
Gold ore mining0,1992,M01,106.4,
Gold ore mining0,1992,M02,106.4,
Gold ore mining0,1992,M03,106.9,
Gold ore mining0,1992,M04,103.9,
Gold ore mining0,1992,M05,102.4,
Gold ore mining0,1992,M06,103.9,
Gold ore mining0,1992,M07,104.0,
Gold ore mining0,1992,M08,105.7,
Gold ore mining0,1992,M09,105.2,
Gold ore mining0,1992,M10,105.5,
Gold ore mining0,1992,M11,103.3,
Gold ore mining0,1992,M12,101.7,
Gold ore mining0,1992,M13,104.6,
Gold ore mining0,1993,M01,100.8,
Gold ore mining0,1993,M02,98.9,
Gold ore mining0,1993,M03,98.9,
Gold ore mining0,1993,M04,100.1,
Gold ore mining0,1993,M05,103.5,
Gold ore mining0,1993,M06,109.2,
Gold ore mining0,1993,M07,111.9,
Gold ore mining0,1993,M08,113.2,
Gold ore mining0,1993,M09,108.3,
Gold ore mining0,1993,M10,106.5,
Gold ore mining0,1993,M11,109.2,
Gold ore mining0,1993,M12,111.6,
Gold ore mining0,1993,M13,106.0,
Gold ore mining0,1994,M01,112.6,
Gold ore mining0,1994,M02,113.3,
Gold ore mining0,1994,M03,112.5,
Gold ore mining0,1994,M04,112.0,
Gold ore mining0,1994,M05,111.8,
Gold ore mining0,1994,M06,113.8,
Gold ore mining0,1994,M07,116.8,
Gold ore mining0,1994,M08,116.3,
Gold ore mining0,1994,M09,116.7,
Gold ore mining0,1994,M10,118.2,
Gold ore mining0,1994,M11,117.3,
Gold ore mining0,1994,M12,114.7,
Gold ore mining0,1994,M13,114.7,
Gold ore mining0,1995,M01,113.9,
Gold ore mining0,1995,M02,113.9,
Gold ore mining0,1995,M03,114.5,
Gold ore mining0,1995,M04,116.6,
Gold ore mining0,1995,M05,118.0,
Gold ore mining0,1995,M06,116.5,
Gold ore mining0,1995,M07,116.4,
Gold ore mining0,1995,M08,116.0,
Gold ore mining0,1995,M09,115.4,
Gold ore mining0,1995,M10,116.1,
Gold ore mining0,1995,M11,116.3,
Gold ore mining0,1995,M12,116.6,
Gold ore mining0,1995,M13,115.9,
Gold ore mining0,1996,M01,118.4,
Gold ore mining0,1996,M02,122.2,
Gold ore mining0,1996,M03,119.5,
Gold ore mining0,1996,M04,119.0,
Gold ore mining0,1996,M05,118.1,
Gold ore mining0,1996,M06,116.6,
Gold ore mining0,1996,M07,115.6,
Gold ore mining0,1996,M08,116.9,
Gold ore mining0,1996,M09,115.8,
Gold ore mining0,1996,M10,115.1,
Gold ore mining0,1996,M11,115.2,
Gold ore mining0,1996,M12,111.7,
Gold ore mining0,1996,M13,117.0,
Gold ore mining0,1997,M01,108.4,
Gold ore mining0,1997,M02,103.7,
Gold ore mining0,1997,M03,106.9,
Gold ore mining0,1997,M04,104.7,
Gold ore mining0,1997,M05,105.6,
Gold ore mining0,1997,M06,104.4,
Gold ore mining0,1997,M07,97.3,
Gold ore mining0,1997,M08,99.2,
Gold ore mining0,1997,M09,98.0,
Gold ore mining0,1997,M10,99.9,
Gold ore mining0,1997,M11,95.2,
Gold ore mining0,1997,M12,87.9,
Gold ore mining0,1997,M13,100.9,
Gold ore mining0,1998,M01,86.3,
Gold ore mining0,1998,M02,91.7,
Gold ore mining0,1998,M03,90.9,
Gold ore mining0,1998,M04,93.6,
Gold ore mining0,1998,M05,91.7,
Gold ore mining0,1998,M06,90.9,
Gold ore mining0,1998,M07,90.5,
Gold ore mining0,1998,M08,86.9,
Gold ore mining0,1998,M09,88.0,
Gold ore mining0,1998,M10,90.2,
Gold ore mining0,1998,M11,89.9,
Gold ore mining0,1998,M12,89.8,
Gold ore mining0,1998,M13,90.0,
Gold ore mining0,1999,M01,88.1,
Gold ore mining0,1999,M02,89.0,
Gold ore mining0,1999,M03,88.8,
Gold ore mining0,1999,M04,87.5,
Gold ore mining0,1999,M05,86.9,
Gold ore mining0,1999,M06,80.1,
Gold ore mining0,1999,M07,79.9,
Gold ore mining0,1999,M08,80.1,
Gold ore mining0,1999,M09,79.1,
Gold ore mining0,1999,M10,96.0,
Gold ore mining0,1999,M11,87.5,
Gold ore mining0,1999,M12,84.4,
Gold ore mining0,1999,M13,85.6,
Gold ore mining0,2000,M01,84.9,
Gold ore mining0,2000,M02,90.4,
Gold ore mining0,2000,M03,87.0,
Gold ore mining0,2000,M04,84.5,
Gold ore mining0,2000,M05,83.5,
Gold ore mining0,2000,M06,86.8,
Gold ore mining0,2000,M07,84.9,
Gold ore mining0,2000,M08,82.5,
Gold ore mining0,2000,M09,82.6,
Gold ore mining0,2000,M10,81.1,
Gold ore mining0,2000,M11,79.8,
Gold ore mining0,2000,M12,81.7,
Gold ore mining0,2000,M13,84.2,
Gold ore mining0,2001,M01,79.8,
Gold ore mining0,2001,M02,78.9,
Gold ore mining0,2001,M03,81.3,
Gold ore mining0,2001,M04,76.9,
Gold ore mining0,2001,M05,80.6,
Gold ore mining0,2001,M06,81.1,
Gold ore mining0,2001,M07,80.3,
Gold ore mining0,2001,M08,82.6,
Gold ore mining0,2001,M09,85.3,
Gold ore mining0,2001,M10,85.6,
Gold ore mining0,2001,M11,83.4,
Gold ore mining0,2001,M12,81.5,
Gold ore mining0,2001,M13,81.5,
Gold ore mining0,2002,M01,85.2,
Gold ore mining0,2002,M02,89.3,
Gold ore mining0,2002,M03,88.1,
Gold ore mining0,2002,M04,89.6,
Gold ore mining0,2002,M05,92.2,
Gold ore mining0,2002,M06,94.7,
Gold ore mining0,2002,M07,93.9,
Gold ore mining0,2002,M08,93.1,
Gold ore mining0,2002,M09,95.6,
Gold ore mining0,2002,M10,94.8,
Gold ore mining0,2002,M11,94.9,
Gold ore mining0,2002,M12,96.8,
Gold ore mining0,2002,M13,92.4,
Gold ore mining0,2003,M01,104.1,
Gold ore mining0,2003,M02,109.7,
Gold ore mining0,2003,M03,103.8,
Gold ore mining0,2003,M04,96.8,
Gold ore mining0,2003,M05,103.1,
Gold ore mining0,2003,M06,106.3,
Gold ore mining0,2003,M07,103.2,
Gold ore mining0,2003,M08,106.6,
Gold ore mining0,2003,M09,113.1,
Gold ore mining0,2003,M10,111.5,
Gold ore mining0,2003,M11,114.4,
Gold ore mining0,2003,M12,120.1,
Gold ore mining0,2003,M13,107.7,
Gold ore mining0,2004,M01,125.6,
Gold ore mining0,2004,M02,121.0,
Gold ore mining0,2004,M03,119.2,
Gold ore mining0,2004,M04,122.9,
Gold ore mining0,2004,M05,112.8,
Gold ore mining0,2004,M06,114.2,
Gold ore mining0,2004,M07,119.8,
Gold ore mining0,2004,M08,118.1,
Gold ore mining0,2004,M09,120.2,
Gold ore mining0,2004,M10,124.1,
Gold ore mining0,2004,M11,129.1,
Gold ore mining0,2004,M12,130.8,
Gold ore mining0,2004,M13,121.5,
Gold ore mining0,2005,M01,125.8,
Gold ore mining0,2005,M02,124.5,
Gold ore mining0,2005,M03,131.0,
Gold ore mining0,2005,M04,126.3,
Gold ore mining0,2005,M05,126.2,
Gold ore mining0,2005,M06,124.9,
Gold ore mining0,2005,M07,125.4,
Gold ore mining0,2005,M08,131.6,
Gold ore mining0,2005,M09,132.9,
Gold ore mining0,2005,M10,138.6,
Gold ore mining0,2005,M11,138.0,
Gold ore mining0,2005,M12,154.1,
Gold ore mining0,2005,M13,131.6,
Gold ore mining0,2006,M01,157.5,
Gold ore mining0,2006,M02,162.7,
Gold ore mining0,2006,M03,159.3,
Gold ore mining0,2006,M04,173.4,
Gold ore mining0,2006,M05,207.7,
Gold ore mining0,2006,M06,177.8,
Gold ore mining0,2006,M07,184.6,
Gold ore mining0,2006,M08,186.7,
Gold ore mining0,2006,M09,178.5,
Gold ore mining0,2006,M10,165.5,
Gold ore mining0,2006,M11,185.2,
Gold ore mining0,2006,M12,186.9,
Gold ore mining0,2006,M13,177.1,
Gold ore mining0,2007,M01,179.7,
Gold ore mining0,2007,M02,194.7,
Gold ore mining0,2007,M03,191.3,
Gold ore mining0,2007,M04,198.8,
Gold ore mining0,2007,M05,196.1,
Gold ore mining0,2007,M06,191.9,
Gold ore mining0,2007,M07,192.4,
Gold ore mining0,2007,M08,195.8,
Gold ore mining0,2007,M09,205.3,
Gold ore mining0,2007,M10,215.0,
Gold ore mining0,2007,M11,233.2,
Gold ore mining0,2007,M12,233.5,
Gold ore mining0,2007,M13,202.3,
Gold ore mining0,2008,M01,209.3,
Gold ore mining0,2008,M02,218.5,
Gold ore mining0,2008,M03,231.2,
Gold ore mining0,2008,M04,217.6,
Gold ore mining0,2008,M05,205.4,
Gold ore mining0,2008,M06,210.9,
Gold ore mining0,2008,M07,229.1,
Gold ore mining0,2008,M08,203.1,
Gold ore mining0,2008,M09,191.1,
Gold ore mining0,2008,M10,209.3,
Gold ore mining0,2008,M11,176.6,
Gold ore mining0,2008,M12,188.3,
Gold ore mining0,2008,M13,207.5,
Gold ore mining0,2009,M01,200.2,
Gold ore mining0,2009,M02,220.6,
Gold ore mining0,2009,M03,223.0,
Gold ore mining0,2009,M04,214.8,
Gold ore mining0,2009,M05,219.2,
Gold ore mining0,2009,M06,233.7,
Gold ore mining0,2009,M07,225.2,
Gold ore mining0,2009,M08,231.5,
Gold ore mining0,2009,M09,241.2,
Gold ore mining0,2009,M10,254.5,
Gold ore mining0,2009,M11,269.9,
Gold ore mining0,2009,M12,276.5,
Gold ore mining0,2009,M13,234.2,
Gold ore mining0,2010,M01,278.0,
Gold ore mining0,2010,M02,265.4,
Gold ore mining0,2010,M03,274.6,
Gold ore mining0,2010,M04,278.3,
Gold ore mining0,2010,M05,286.9,
Gold ore mining0,2010,M06,296.6,
Gold ore mining0,2010,M07,290.7,
Gold ore mining0,2010,M08,290.0,
Gold ore mining0,2010,M09,308.3,
Gold ore mining0,2010,M10,328.2,
Gold ore mining0,2010,M11,339.3,
Gold ore mining0,2010,M12,343.2,
Gold ore mining0,2010,M13,298.3,
Gold ore mining0,2011,M01,341.4,
Gold ore mining0,2011,M02,343.4,
Gold ore mining0,2011,M03,354.5,
Gold ore mining0,2011,M04,369.9,
Gold ore mining0,2011,M05,381.4,
Gold ore mining0,2011,M06,385.1,
Gold ore mining0,2011,M07,397.6,
Gold ore mining0,2011,M08,432.4,
Gold ore mining0,2011,M09,464.3,
Gold ore mining0,2011,M10,423.1,
Gold ore mining0,2011,M11,445.3,
Gold ore mining0,2011,M12,415.7,
Gold ore mining0,2011,M13,396.2,
Gold ore mining0,2012,M01,412.2,
Gold ore mining0,2012,M02,431.7,
Gold ore mining0,2012,M03,426.2,
Gold ore mining0,2012,M04,415.7,
Gold ore mining0,2012,M05,394.1,
Gold ore mining0,2012,M06,402.9,
Gold ore mining0,2012,M07,396.6,
Gold ore mining0,2012,M08,401.4,
Gold ore mining0,2012,M09,433.9,
Gold ore mining0,2012,M10,440.2,
Gold ore mining0,2012,M11,432.0,
Gold ore mining0,2012,M12,427.8,
Gold ore mining0,2012,M13,417.9,
Gold ore mining0,2013,M01,420.4,
Gold ore mining0,2013,M02,413.3,
Gold ore mining0,2013,M03,402.4,
Gold ore mining0,2013,M04,394.3,
Gold ore mining0,2013,M05,357.8,
Gold ore mining0,2013,M06,341.8,
Gold ore mining0,2013,M07,319.3,
Gold ore mining0,2013,M08,331.3,
Gold ore mining0,2013,M09,342.0,
Gold ore mining0,2013,M10,325.3,
Gold ore mining0,2013,M11,325.0,
Gold ore mining0,2013,M12,312.5,
Gold ore mining0,2013,M13,357.1,
Gold ore mining0,2014,M01,306.9,
Gold ore mining0,2014,M02,317.3,
Gold ore mining0,2014,M03,332.4,
Gold ore mining0,2014,M04,326.3,
Gold ore mining0,2014,M05,320.9,
Gold ore mining0,2014,M06,311.6,
Gold ore mining0,2014,M07,327.2,
Gold ore mining0,2014,M08,322.9,
Gold ore mining0,2014,M09,315.3,
Gold ore mining0,2014,M10,304.2,
Gold ore mining0,2014,M11,294.4,
Gold ore mining0,2014,M12,297.1,
Gold ore mining0,2014,M13,314.7,
Gold ore mining0,2015,M01,300.3,
Gold ore mining0,2015,M02,309.1,
Gold ore mining0,2015,M03,294.4,
Gold ore mining0,2015,M04,297.2,
Gold ore mining0,2015,M05,295.5,
Gold ore mining0,2015,M06,291.7,
Gold ore mining0,2015,M07,288.1,
Gold ore mining0,2015,M08,272.3,
Gold ore mining0,2015,M09,274.6,
Gold ore mining0,2015,M10,285.2,
Gold ore mining0,2015,M11,274.9,
Gold ore mining0,2015,M12,271.1,
Gold ore mining0,2015,M13,287.9,
Gold ore mining0,2016,M01,269.7,
Gold ore mining0,2016,M02,287.2,
Gold ore mining0,2016,M03,303.3,
Gold ore mining0,2016,M04,306.7,
Gold ore mining0,2016,M05,312.2,
Gold ore mining0,2016,M06,306.3,
Gold ore mining0,2016,M07,327.5,
Gold ore mining0,2016,M08,330.9,
Gold ore mining0,2016,M09,328.1,
Gold ore mining0,2016,M10,318.4,
Gold ore mining0,2016,M11,303.3,
Gold ore mining0,2016,M12,295.0,
Gold ore mining0,2016,M13,307.4,
Gold ore mining0,2017,M01,288.3,
Gold ore mining0,2017,M02,300.8,
Gold ore mining0,2017,M03,303.0,
Gold ore mining0,2017,M04,309.0,
Gold ore mining0,2017,M05,308.3,
Gold ore mining0,2017,M06,312.0,
Gold ore mining0,2017,M07,307.0,
Gold ore mining0,2017,M08,312.6,
Gold ore mining0,2017,M09,325.9,
Gold ore mining0,2017,M10,317.9,
Gold ore mining0,2017,M11,315.9,
Gold ore mining0,2017,M12,314.7,
Gold ore mining0,2017,M13,309.6,
Gold ore miningP,1985,M06,100.0,
Gold ore miningP,1985,M07,100.1,
Gold ore miningP,1985,M08,100.2,
Gold ore miningP,1985,M09,99.2,
Gold ore miningP,1985,M10,99.9,
Gold ore miningP,1985,M11,99.6,
Gold ore miningP,1985,M12,98.3,
Gold ore miningP,1986,M01,96.9,
Gold ore miningP,1986,M02,100.2,
Gold ore miningP,1986,M03,102.9,
Gold ore miningP,1986,M04,101.2,
Gold ore miningP,1986,M05,104.4,
Gold ore miningP,1986,M06,102.9,
Gold ore miningP,1986,M07,100.7,
Gold ore miningP,1986,M08,106.7,
Gold ore miningP,1986,M09,108.1,
Gold ore miningP,1986,M10,112.7,
Gold ore miningP,1986,M11,113.6,
Gold ore miningP,1986,M12,107.5,
Gold ore miningP,1986,M13,104.8,
Gold ore miningP,1987,M01,114.7,
Gold ore miningP,1987,M02,122.2,
Gold ore miningP,1987,M03,120.4,
Gold ore miningP,1987,M04,125.4,
Gold ore miningP,1987,M05,128.4,
Gold ore miningP,1987,M06,136.8,
Gold ore miningP,1987,M07,135.8,
Gold ore miningP,1987,M08,135.4,
Gold ore miningP,1987,M09,136.9,
Gold ore miningP,1987,M10,136.4,
Gold ore miningP,1987,M11,136.9,
Gold ore miningP,1987,M12,139.1,
Gold ore miningP,1987,M13,130.7,
Gold ore miningP,1988,M01,140.9,
Gold ore miningP,1988,M02,138.2,
Gold ore miningP,1988,M03,133.9,
Gold ore miningP,1988,M04,133.3,
Gold ore miningP,1988,M05,133.2,
Gold ore miningP,1988,M06,133.2,
Gold ore miningP,1988,M07,130.0,
Gold ore miningP,1988,M08,126.0,
Gold ore miningP,1988,M09,124.0,
Gold ore miningP,1988,M10,120.5,
Gold ore miningP,1988,M11,121.1,
Gold ore miningP,1988,M12,122.0,
Gold ore miningP,1988,M13,129.7,
Gold ore miningP,1989,M01,119.7,
Gold ore miningP,1989,M02,116.3,
Gold ore miningP,1989,M03,116.1,
Gold ore miningP,1989,M04,116.2,
Gold ore miningP,1989,M05,115.2,
Gold ore miningP,1989,M06,112.6,
Gold ore miningP,1989,M07,112.3,
Gold ore miningP,1989,M08,112.2,
Gold ore miningP,1989,M09,110.1,
Gold ore miningP,1989,M10,109.6,
Gold ore miningP,1989,M11,110.3,
Gold ore miningP,1989,M12,119.7,
Gold ore miningP,1989,M13,114.2,
Gold ore miningP,1990,M01,120.0,
Gold ore miningP,1990,M02,117.3,
Gold ore miningP,1990,M03,118.5,
Gold ore miningP,1990,M04,114.2,
Gold ore miningP,1990,M05,112.0,
Gold ore miningP,1990,M06,108.6,
Gold ore miningP,1990,M07,106.6,
Gold ore miningP,1990,M08,111.3,
Gold ore miningP,1990,M09,116.9,
Gold ore miningP,1990,M10,117.3,
Gold ore miningP,1990,M11,111.2,
Gold ore miningP,1990,M12,111.9,
Gold ore miningP,1990,M13,113.8,
Gold ore miningP,1991,M01,115.8,
Gold ore miningP,1991,M02,110.8,
Gold ore miningP,1991,M03,107.9,
Gold ore miningP,1991,M04,107.5,
Gold ore miningP,1991,M05,105.3,
Gold ore miningP,1991,M06,105.8,
Gold ore miningP,1991,M07,108.2,
Gold ore miningP,1991,M08,109.2,
Gold ore miningP,1991,M09,105.4,
Gold ore miningP,1991,M10,104.7,
Gold ore miningP,1991,M11,106.2,
Gold ore miningP,1991,M12,109.5,
Gold ore miningP,1991,M13,108.0,
Gold ore miningP,1992,M01,106.4,
Gold ore miningP,1992,M02,106.4,
Gold ore miningP,1992,M03,106.9,
Gold ore miningP,1992,M04,103.9,
Gold ore miningP,1992,M05,102.4,
Gold ore miningP,1992,M06,103.9,
Gold ore miningP,1992,M07,104.0,
Gold ore miningP,1992,M08,105.7,
Gold ore miningP,1992,M09,105.2,
Gold ore miningP,1992,M10,105.5,
Gold ore miningP,1992,M11,103.3,
Gold ore miningP,1992,M12,101.7,
Gold ore miningP,1992,M13,104.6,
Gold ore miningP,1993,M01,100.8,
Gold ore miningP,1993,M02,98.9,
Gold ore miningP,1993,M03,98.9,
Gold ore miningP,1993,M04,100.1,
Gold ore miningP,1993,M05,103.5,
Gold ore miningP,1993,M06,109.2,
Gold ore miningP,1993,M07,111.9,
Gold ore miningP,1993,M08,113.2,
Gold ore miningP,1993,M09,108.3,
Gold ore miningP,1993,M10,106.5,
Gold ore miningP,1993,M11,109.2,
Gold ore miningP,1993,M12,111.6,
Gold ore miningP,1993,M13,106.0,
Gold ore miningP,1994,M01,112.6,
Gold ore miningP,1994,M02,113.3,
Gold ore miningP,1994,M03,112.5,
Gold ore miningP,1994,M04,112.0,
Gold ore miningP,1994,M05,111.8,
Gold ore miningP,1994,M06,113.8,
Gold ore miningP,1994,M07,116.8,
Gold ore miningP,1994,M08,116.3,
Gold ore miningP,1994,M09,116.7,
Gold ore miningP,1994,M10,118.2,
Gold ore miningP,1994,M11,117.3,
Gold ore miningP,1994,M12,114.7,
Gold ore miningP,1994,M13,114.7,
Gold ore miningP,1995,M01,113.9,
Gold ore miningP,1995,M02,113.9,
Gold ore miningP,1995,M03,114.5,
Gold ore miningP,1995,M04,116.6,
Gold ore miningP,1995,M05,118.0,
Gold ore miningP,1995,M06,116.5,
Gold ore miningP,1995,M07,116.4,
Gold ore miningP,1995,M08,116.0,
Gold ore miningP,1995,M09,115.4,
Gold ore miningP,1995,M10,116.1,
Gold ore miningP,1995,M11,116.3,
Gold ore miningP,1995,M12,116.6,
Gold ore miningP,1995,M13,115.9,
Gold ore miningP,1996,M01,118.4,
Gold ore miningP,1996,M02,122.2,
Gold ore miningP,1996,M03,119.5,
Gold ore miningP,1996,M04,119.0,
Gold ore miningP,1996,M05,118.1,
Gold ore miningP,1996,M06,116.6,
Gold ore miningP,1996,M07,115.6,
Gold ore miningP,1996,M08,116.9,
Gold ore miningP,1996,M09,115.8,
Gold ore miningP,1996,M10,115.1,
Gold ore miningP,1996,M11,115.2,
Gold ore miningP,1996,M12,111.7,
Gold ore miningP,1996,M13,117.0,
Gold ore miningP,1997,M01,108.4,
Gold ore miningP,1997,M02,103.7,
Gold ore miningP,1997,M03,106.9,
Gold ore miningP,1997,M04,104.7,
Gold ore miningP,1997,M05,105.6,
Gold ore miningP,1997,M06,104.4,
Gold ore miningP,1997,M07,97.3,
Gold ore miningP,1997,M08,99.2,
Gold ore miningP,1997,M09,98.0,
Gold ore miningP,1997,M10,99.9,
Gold ore miningP,1997,M11,95.2,
Gold ore miningP,1997,M12,87.9,
Gold ore miningP,1997,M13,100.9,
Gold ore miningP,1998,M01,86.3,
Gold ore miningP,1998,M02,91.7,
Gold ore miningP,1998,M03,90.9,
Gold ore miningP,1998,M04,93.6,
Gold ore miningP,1998,M05,91.7,
Gold ore miningP,1998,M06,90.9,
Gold ore miningP,1998,M07,90.5,
Gold ore miningP,1998,M08,86.9,
Gold ore miningP,1998,M09,88.0,
Gold ore miningP,1998,M10,90.2,
Gold ore miningP,1998,M11,89.9,
Gold ore miningP,1998,M12,89.8,
Gold ore miningP,1998,M13,90.0,
Gold ore miningP,1999,M01,88.1,
Gold ore miningP,1999,M02,89.0,
Gold ore miningP,1999,M03,88.8,
Gold ore miningP,1999,M04,87.5,
Gold ore miningP,1999,M05,86.9,
Gold ore miningP,1999,M06,80.1,
Gold ore miningP,1999,M07,79.9,
Gold ore miningP,1999,M08,80.1,
Gold ore miningP,1999,M09,79.1,
Gold ore miningP,1999,M10,96.0,
Gold ore miningP,1999,M11,87.5,
Gold ore miningP,1999,M12,84.4,
Gold ore miningP,1999,M13,85.6,
Gold ore miningP,2000,M01,84.9,
Gold ore miningP,2000,M02,90.4,
Gold ore miningP,2000,M03,87.0,
Gold ore miningP,2000,M04,84.5,
Gold ore miningP,2000,M05,83.5,
Gold ore miningP,2000,M06,86.8,
Gold ore miningP,2000,M07,84.9,
Gold ore miningP,2000,M08,82.5,
Gold ore miningP,2000,M09,82.6,
Gold ore miningP,2000,M10,81.1,
Gold ore miningP,2000,M11,79.8,
Gold ore miningP,2000,M12,81.7,
Gold ore miningP,2000,M13,84.2,
Gold ore miningP,2001,M01,79.8,
Gold ore miningP,2001,M02,78.9,
Gold ore miningP,2001,M03,81.3,
Gold ore miningP,2001,M04,76.9,
Gold ore miningP,2001,M05,80.6,
Gold ore miningP,2001,M06,81.1,
Gold ore miningP,2001,M07,80.3,
Gold ore miningP,2001,M08,82.6,
Gold ore miningP,2001,M09,85.3,
Gold ore miningP,2001,M10,85.6,
Gold ore miningP,2001,M11,83.4,
Gold ore miningP,2001,M12,81.5,
Gold ore miningP,2001,M13,81.5,
Gold ore miningP,2002,M01,85.2,
Gold ore miningP,2002,M02,89.3,
Gold ore miningP,2002,M03,88.1,
Gold ore miningP,2002,M04,89.6,
Gold ore miningP,2002,M05,92.2,
Gold ore miningP,2002,M06,94.7,
Gold ore miningP,2002,M07,93.9,
Gold ore miningP,2002,M08,93.1,
Gold ore miningP,2002,M09,95.6,
Gold ore miningP,2002,M10,94.8,
Gold ore miningP,2002,M11,94.9,
Gold ore miningP,2002,M12,96.8,
Gold ore miningP,2002,M13,92.4,
Gold ore miningP,2003,M01,104.1,
Gold ore miningP,2003,M02,109.7,
Gold ore miningP,2003,M03,103.8,
Gold ore miningP,2003,M04,96.8,
Gold ore miningP,2003,M05,103.1,
Gold ore miningP,2003,M06,106.3,
Gold ore miningP,2003,M07,103.2,
Gold ore miningP,2003,M08,106.6,
Gold ore miningP,2003,M09,113.1,
Gold ore miningP,2003,M10,111.5,
Gold ore miningP,2003,M11,114.4,
Gold ore miningP,2003,M12,120.1,
Gold ore miningP,2003,M13,107.7,
Gold ore miningP,2004,M01,125.6,
Gold ore miningP,2004,M02,121.0,
Gold ore miningP,2004,M03,119.2,
Gold ore miningP,2004,M04,122.9,
Gold ore miningP,2004,M05,112.8,
Gold ore miningP,2004,M06,114.2,
Gold ore miningP,2004,M07,119.8,
Gold ore miningP,2004,M08,118.1,
Gold ore miningP,2004,M09,120.2,
Gold ore miningP,2004,M10,124.1,
Gold ore miningP,2004,M11,129.1,
Gold ore miningP,2004,M12,130.8,
Gold ore miningP,2004,M13,121.5,
Gold ore miningP,2005,M01,125.8,
Gold ore miningP,2005,M02,124.5,
Gold ore miningP,2005,M03,131.0,
Gold ore miningP,2005,M04,126.3,
Gold ore miningP,2005,M05,126.2,
Gold ore miningP,2005,M06,124.9,
Gold ore miningP,2005,M07,125.4,
Gold ore miningP,2005,M08,131.6,
Gold ore miningP,2005,M09,132.9,
Gold ore miningP,2005,M10,138.6,
Gold ore miningP,2005,M11,138.0,
Gold ore miningP,2005,M12,154.1,
Gold ore miningP,2005,M13,131.6,
Gold ore miningP,2006,M01,157.5,
Gold ore miningP,2006,M02,162.7,
Gold ore miningP,2006,M03,159.3,
Gold ore miningP,2006,M04,173.4,
Gold ore miningP,2006,M05,207.7,
Gold ore miningP,2006,M06,177.8,
Gold ore miningP,2006,M07,184.6,
Gold ore miningP,2006,M08,186.7,
Gold ore miningP,2006,M09,178.5,
Gold ore miningP,2006,M10,165.5,
Gold ore miningP,2006,M11,185.2,
Gold ore miningP,2006,M12,186.9,
Gold ore miningP,2006,M13,177.1,
Gold ore miningP,2007,M01,179.7,
Gold ore miningP,2007,M02,194.7,
Gold ore miningP,2007,M03,191.3,
Gold ore miningP,2007,M04,198.8,
Gold ore miningP,2007,M05,196.1,
Gold ore miningP,2007,M06,191.9,
Gold ore miningP,2007,M07,192.4,
Gold ore miningP,2007,M08,195.8,
Gold ore miningP,2007,M09,205.3,
Gold ore miningP,2007,M10,215.0,
Gold ore miningP,2007,M11,233.2,
Gold ore miningP,2007,M12,233.5,
Gold ore miningP,2007,M13,202.3,
Gold ore miningP,2008,M01,209.3,
Gold ore miningP,2008,M02,218.5,
Gold ore miningP,2008,M03,231.2,
Gold ore miningP,2008,M04,217.6,
Gold ore miningP,2008,M05,205.4,
Gold ore miningP,2008,M06,210.9,
Gold ore miningP,2008,M07,229.1,
Gold ore miningP,2008,M08,203.1,
Gold ore miningP,2008,M09,191.1,
Gold ore miningP,2008,M10,209.3,
Gold ore miningP,2008,M11,176.6,
Gold ore miningP,2008,M12,188.3,
Gold ore miningP,2008,M13,207.5,
Gold ore miningP,2009,M01,200.2,
Gold ore miningP,2009,M02,220.6,
Gold ore miningP,2009,M03,223.0,
Gold ore miningP,2009,M04,214.8,
Gold ore miningP,2009,M05,219.2,
Gold ore miningP,2009,M06,233.7,
Gold ore miningP,2009,M07,225.2,
Gold ore miningP,2009,M08,231.5,
Gold ore miningP,2009,M09,241.2,
Gold ore miningP,2009,M10,254.5,
Gold ore miningP,2009,M11,269.9,
Gold ore miningP,2009,M12,276.5,
Gold ore miningP,2009,M13,234.2,
Gold ore miningP,2010,M01,278.0,
Gold ore miningP,2010,M02,265.4,
Gold ore miningP,2010,M03,274.6,
Gold ore miningP,2010,M04,278.3,
Gold ore miningP,2010,M05,286.9,
Gold ore miningP,2010,M06,296.6,
Gold ore miningP,2010,M07,290.7,
Gold ore miningP,2010,M08,290.0,
Gold ore miningP,2010,M09,308.3,
Gold ore miningP,2010,M10,328.2,
Gold ore miningP,2010,M11,339.3,
Gold ore miningP,2010,M12,343.2,
Gold ore miningP,2010,M13,298.3,
Gold ore miningP,2011,M01,341.4,
Gold ore miningP,2011,M02,343.4,
Gold ore miningP,2011,M03,354.5,
Gold ore miningP,2011,M04,369.9,
Gold ore miningP,2011,M05,381.4,
Gold ore miningP,2011,M06,385.1,
Gold ore miningP,2011,M07,397.6,
Gold ore miningP,2011,M08,432.4,
Gold ore miningP,2011,M09,464.3,
Gold ore miningP,2011,M10,423.1,
Gold ore miningP,2011,M11,445.3,
Gold ore miningP,2011,M12,415.7,
Gold ore miningP,2011,M13,396.2,
Gold ore miningP,2012,M01,412.2,
Gold ore miningP,2012,M02,431.7,
Gold ore miningP,2012,M03,426.2,
Gold ore miningP,2012,M04,415.7,
Gold ore miningP,2012,M05,394.1,
Gold ore miningP,2012,M06,402.9,
Gold ore miningP,2012,M07,396.6,
Gold ore miningP,2012,M08,401.4,
Gold ore miningP,2012,M09,433.9,
Gold ore miningP,2012,M10,440.2,
