Date,Rate
21-Mar-02,35.0400
22-Mar-02,35.0400
25-Mar-02,35.0500
26-Mar-02,35.0400
27-Mar-02,35.0200
28-Mar-02,35.0100
29-Mar-02,35.0000
1-Apr-02,35.0000
2-Apr-02,35.0100
3-Apr-02,35.0000
4-Apr-02,35.0000
5-Apr-02,35.0000
8-Apr-02,34.9800
9-Apr-02,34.9800
10-Apr-02,34.9800
11-Apr-02,34.9900
12-Apr-02,35.0000
15-Apr-02,34.9900
16-Apr-02,34.9800
17-Apr-02,34.9600
18-Apr-02,34.9400
19-Apr-02,34.9000
22-Apr-02,34.8500
23-Apr-02,34.8100
24-Apr-02,34.8100
25-Apr-02,34.7800
26-Apr-02,34.7700
29-Apr-02,34.7300
30-Apr-02,34.7200
1-May-02,34.7200
2-May-02,34.6500
3-May-02,34.5900
6-May-02,34.5700
7-May-02,34.5700
8-May-02,34.5900
9-May-02,34.6100
10-May-02,34.5700
13-May-02,34.5500
14-May-02,34.5800
15-May-02,34.5700
16-May-02,34.5400
17-May-02,34.4600
20-May-02,34.4100
21-May-02,34.3700
22-May-02,34.3400
23-May-02,34.3300
24-May-02,34.3600
27-May-02,ND
28-May-02,34.2800
29-May-02,34.2100
30-May-02,34.0600
31-May-02,34.0500
3-Jun-02,34.0400
4-Jun-02,33.9900
5-Jun-02,34.0000
6-Jun-02,34.0700
7-Jun-02,34.0600
10-Jun-02,34.0600
11-Jun-02,34.0200
12-Jun-02,34.0200
13-Jun-02,34.0200
14-Jun-02,34.0100
17-Jun-02,34.0000
18-Jun-02,34.0200
19-Jun-02,34.0000
20-Jun-02,33.9200
21-Jun-02,33.7600
24-Jun-02,33.6700
25-Jun-02,33.6400
26-Jun-02,33.5200
27-Jun-02,33.5000
28-Jun-02,33.4600
1-Jul-02,33.4700
2-Jul-02,33.4900
3-Jul-02,33.5000
4-Jul-02,ND
5-Jul-02,33.4800
8-Jul-02,33.4100
9-Jul-02,33.2800
10-Jul-02,33.1800
11-Jul-02,33.1800
12-Jul-02,33.1800
15-Jul-02,33.1100
16-Jul-02,33.0000
17-Jul-02,32.8500
18-Jul-02,32.8900
19-Jul-02,32.8700
22-Jul-02,32.8800
23-Jul-02,33.1400
24-Jul-02,33.2500
25-Jul-02,33.2600
26-Jul-02,33.5400
29-Jul-02,33.7600
30-Jul-02,33.6600
31-Jul-02,33.6100
1-Aug-02,33.5200
2-Aug-02,33.5700
5-Aug-02,33.6800
6-Aug-02,33.8800
7-Aug-02,33.7500
8-Aug-02,33.8500
9-Aug-02,33.7700
12-Aug-02,33.7200
13-Aug-02,33.7000
14-Aug-02,33.5900
15-Aug-02,33.6800
16-Aug-02,33.7400
19-Aug-02,33.8400
20-Aug-02,33.9000
21-Aug-02,34.0000
22-Aug-02,34.0200
23-Aug-02,34.1200
26-Aug-02,34.2400
27-Aug-02,34.2400
28-Aug-02,34.2200
29-Aug-02,34.1800
30-Aug-02,34.2400
2-Sep-02,ND
3-Sep-02,34.3300
4-Sep-02,34.2400
5-Sep-02,34.1200
6-Sep-02,34.1200
9-Sep-02,34.2400
10-Sep-02,34.3000
11-Sep-02,34.3800
12-Sep-02,34.4100
13-Sep-02,34.4100
16-Sep-02,34.7500
17-Sep-02,34.7800
18-Sep-02,34.6900
19-Sep-02,34.6100
20-Sep-02,34.7700
23-Sep-02,34.7800
24-Sep-02,34.8100
25-Sep-02,34.9000
26-Sep-02,34.9800
27-Sep-02,34.9200
30-Sep-02,34.9200
1-Oct-02,34.9100
2-Oct-02,34.9700
3-Oct-02,34.9900
4-Oct-02,34.9900
7-Oct-02,35.0600
8-Oct-02,35.1200
9-Oct-02,35.1100
10-Oct-02,35.1100
11-Oct-02,35.1600
14-Oct-02,ND
15-Oct-02,35.1500
16-Oct-02,34.9600
17-Oct-02,34.8500
18-Oct-02,34.9100
21-Oct-02,34.9000
22-Oct-02,34.9200
23-Oct-02,34.8600
24-Oct-02,34.8000
25-Oct-02,34.8000
28-Oct-02,34.8900
29-Oct-02,34.8200
30-Oct-02,34.8000
31-Oct-02,34.7500
1-Nov-02,34.7500
4-Nov-02,34.6500
5-Nov-02,34.5800
6-Nov-02,34.6400
7-Nov-02,34.5500
8-Nov-02,34.4600
11-Nov-02,ND
12-Nov-02,34.5200
13-Nov-02,34.5700
14-Nov-02,34.6900
15-Nov-02,34.6600
18-Nov-02,34.7100
19-Nov-02,34.7300
20-Nov-02,34.8200
21-Nov-02,34.7500
22-Nov-02,34.7100
25-Nov-02,34.7500
26-Nov-02,34.7200
27-Nov-02,34.7700
28-Nov-02,ND
29-Nov-02,34.7600
2-Dec-02,34.7900
3-Dec-02,34.8400
4-Dec-02,34.8300
5-Dec-02,34.8900
6-Dec-02,34.8500
9-Dec-02,34.7600
10-Dec-02,34.8000
11-Dec-02,34.8000
12-Dec-02,34.7900
13-Dec-02,34.7900
16-Dec-02,34.7500
17-Dec-02,34.7400
18-Dec-02,34.8000
19-Dec-02,34.8400
20-Dec-02,34.8000
23-Dec-02,34.7700
24-Dec-02,34.8000
25-Dec-02,ND
26-Dec-02,34.8200
27-Dec-02,34.8300
30-Dec-02,34.7900
31-Dec-02,34.7000
1-Jan-03,ND
2-Jan-03,34.7400
3-Jan-03,34.7600
6-Jan-03,34.6000
7-Jan-03,34.5500
8-Jan-03,34.5900
9-Jan-03,34.5100
10-Jan-03,34.5400
13-Jan-03,34.5100
14-Jan-03,34.4800
15-Jan-03,34.4400
16-Jan-03,34.4000
17-Jan-03,34.4200
20-Jan-03,ND
21-Jan-03,34.6300
22-Jan-03,34.5900
23-Jan-03,34.6100
24-Jan-03,34.5500
27-Jan-03,34.5100
28-Jan-03,34.7000
29-Jan-03,34.6100
30-Jan-03,34.6500
31-Jan-03,34.6100
3-Feb-03,34.6100
4-Feb-03,34.7400
5-Feb-03,34.7400
6-Feb-03,34.6800
7-Feb-03,34.7100
10-Feb-03,34.7800
11-Feb-03,34.7100
12-Feb-03,34.7100
13-Feb-03,34.7100
14-Feb-03,34.8190
17-Feb-03,ND
18-Feb-03,34.7100
19-Feb-03,34.7100
20-Feb-03,34.7800
21-Feb-03,34.7500
24-Feb-03,34.7600
25-Feb-03,34.7200
26-Feb-03,34.7800
27-Feb-03,34.7500
28-Feb-03,34.7800
3-Mar-03,34.7800
4-Mar-03,34.6600
5-Mar-03,34.6200
6-Mar-03,34.6700
7-Mar-03,34.6000
10-Mar-03,34.5800
11-Mar-03,34.6200
12-Mar-03,34.7200
13-Mar-03,34.7400
14-Mar-03,34.7100
17-Mar-03,34.7040
18-Mar-03,34.7100
19-Mar-03,34.8000
20-Mar-03,34.7600
21-Mar-03,34.7900
24-Mar-03,34.7800
25-Mar-03,34.7800
26-Mar-03,34.7800
27-Mar-03,34.8000
28-Mar-03,34.8000
31-Mar-03,34.7500
1-Apr-03,34.8000
2-Apr-03,34.8000
3-Apr-03,34.8100
4-Apr-03,34.8250
7-Apr-03,34.8400
8-Apr-03,34.8200
9-Apr-03,34.8100
10-Apr-03,34.8000
11-Apr-03,34.8000
14-Apr-03,34.8100
15-Apr-03,34.8100
16-Apr-03,34.8000
17-Apr-03,34.7900
18-Apr-03,34.7900
21-Apr-03,34.8100
22-Apr-03,34.8100
23-Apr-03,34.8100
24-Apr-03,34.8600
25-Apr-03,34.8100
28-Apr-03,34.9800
29-Apr-03,34.8900
30-Apr-03,34.8500
1-May-03,34.8500
2-May-03,34.8000
5-May-03,34.8000
6-May-03,34.7000
7-May-03,34.7000
8-May-03,34.6500
9-May-03,34.6500
12-May-03,34.6500
13-May-03,34.7000
14-May-03,34.7000
15-May-03,34.6500
16-May-03,34.6500
19-May-03,34.6000
20-May-03,34.6000
21-May-03,34.6600
22-May-03,34.6900
23-May-03,34.7000
26-May-03,ND
27-May-03,34.7000
28-May-03,34.7260
29-May-03,34.7500
30-May-03,34.7100
2-Jun-03,34.7000
3-Jun-03,34.7000
4-Jun-03,34.6800
5-Jun-03,34.6800
6-Jun-03,34.6800
9-Jun-03,34.6800
10-Jun-03,34.6800
11-Jun-03,34.7000
12-Jun-03,34.7000
13-Jun-03,34.6500
16-Jun-03,34.6000
17-Jun-03,34.5200
18-Jun-03,34.5500
19-Jun-03,34.6000
20-Jun-03,34.5900
23-Jun-03,34.6000
24-Jun-03,34.6000
25-Jun-03,34.5600
26-Jun-03,34.6000
27-Jun-03,34.6100
30-Jun-03,34.6100
1-Jul-03,34.5800
2-Jul-03,34.5400
3-Jul-03,34.4500
4-Jul-03,ND
7-Jul-03,34.3900
8-Jul-03,34.3500
9-Jul-03,34.3500
10-Jul-03,34.2500
11-Jul-03,34.3500
14-Jul-03,34.3500
15-Jul-03,34.3500
16-Jul-03,34.4100
17-Jul-03,34.4100
18-Jul-03,34.4100
21-Jul-03,34.4100
22-Jul-03,34.4100
23-Jul-03,34.4000
24-Jul-03,34.3700
25-Jul-03,34.3700
28-Jul-03,34.4000
29-Jul-03,34.3700
30-Jul-03,34.4000
31-Jul-03,34.4100
1-Aug-03,34.4400
4-Aug-03,34.4700
5-Aug-03,34.4600
6-Aug-03,34.4300
7-Aug-03,34.4500
8-Aug-03,34.4500
11-Aug-03,34.3400
12-Aug-03,34.3500
13-Aug-03,34.3300
14-Aug-03,34.3700
15-Aug-03,34.3700
18-Aug-03,34.3200
19-Aug-03,34.3400
20-Aug-03,34.3000
21-Aug-03,34.2300
22-Aug-03,34.2100
25-Aug-03,34.1800
26-Aug-03,34.2000
27-Aug-03,34.1300
28-Aug-03,34.1900
29-Aug-03,34.1200
1-Sep-03,ND
2-Sep-03,34.1200
3-Sep-03,34.1500
4-Sep-03,34.1200
5-Sep-03,34.1200
8-Sep-03,34.1000
9-Sep-03,34.1000
10-Sep-03,34.1000
11-Sep-03,34.1000
12-Sep-03,34.1000
15-Sep-03,34.1300
16-Sep-03,34.1000
17-Sep-03,34.1000
18-Sep-03,34.1100
19-Sep-03,34.0500
22-Sep-03,33.8000
23-Sep-03,33.7500
24-Sep-03,33.7800
25-Sep-03,33.7200
26-Sep-03,33.7800
29-Sep-03,33.7800
30-Sep-03,33.7800
1-Oct-03,33.8300
2-Oct-03,33.7800
3-Oct-03,33.7500
6-Oct-03,33.7800
7-Oct-03,33.7800
8-Oct-03,33.7900
9-Oct-03,33.7300
10-Oct-03,33.7200
13-Oct-03,ND
14-Oct-03,33.9000
15-Oct-03,33.8500
16-Oct-03,33.8200
17-Oct-03,33.9200
20-Oct-03,33.9000
21-Oct-03,34.0500
22-Oct-03,33.9500
23-Oct-03,33.9500
24-Oct-03,33.9500
27-Oct-03,33.9500
28-Oct-03,33.9500
29-Oct-03,33.9500
30-Oct-03,33.9600
31-Oct-03,33.9800
3-Nov-03,34.0200
4-Nov-03,34.0000
5-Nov-03,34.0600
6-Nov-03,34.0000
7-Nov-03,34.0000
10-Nov-03,33.9500
11-Nov-03,ND
12-Nov-03,34.0000
13-Nov-03,34.0000
14-Nov-03,34.0000
17-Nov-03,34.0100
18-Nov-03,34.0000
19-Nov-03,34.0000
20-Nov-03,34.0300
21-Nov-03,34.0500
24-Nov-03,34.0600
25-Nov-03,34.1000
26-Nov-03,34.1700
27-Nov-03,ND
28-Nov-03,34.2000
1-Dec-03,34.1500
2-Dec-03,34.1500
3-Dec-03,34.1000
4-Dec-03,34.1000
5-Dec-03,34.1100
8-Dec-03,34.0500
9-Dec-03,34.0300
10-Dec-03,34.0400
11-Dec-03,34.0300
12-Dec-03,34.0300
15-Dec-03,34.0300
16-Dec-03,34.0200
17-Dec-03,34.0200
18-Dec-03,34.0500
19-Dec-03,34.0500
22-Dec-03,34.0500
23-Dec-03,34.0500
24-Dec-03,34.0500
25-Dec-03,ND
26-Dec-03,34.0500
29-Dec-03,34.0600
30-Dec-03,34.0300
31-Dec-03,33.9900
1-Jan-04,ND
2-Jan-04,33.9800
5-Jan-04,33.9000
6-Jan-04,33.8000
7-Jan-04,33.8200
8-Jan-04,33.8000
9-Jan-04,33.7500
12-Jan-04,33.6800
13-Jan-04,33.6600
14-Jan-04,33.6800
15-Jan-04,33.6700
16-Jan-04,33.6800
19-Jan-04,ND
20-Jan-04,33.6800
21-Jan-04,33.6800
22-Jan-04,33.6400
23-Jan-04,33.6300
26-Jan-04,33.7300
27-Jan-04,33.5100
28-Jan-04,33.3300
29-Jan-04,33.3600
30-Jan-04,33.3900
2-Feb-04,33.3600
3-Feb-04,33.2500
4-Feb-04,33.2500
5-Feb-04,33.2500
6-Feb-04,33.3000
9-Feb-04,33.2000
10-Feb-04,33.2100
11-Feb-04,33.1500
12-Feb-04,33.1300
13-Feb-04,33.1500
16-Feb-04,ND
17-Feb-04,33.1300
18-Feb-04,33.1000
19-Feb-04,33.1100
20-Feb-04,33.1300
23-Feb-04,33.2800
24-Feb-04,33.3200
25-Feb-04,33.2500
26-Feb-04,33.2100
27-Feb-04,33.2800
1-Mar-04,33.2900
2-Mar-04,33.3000
3-Mar-04,33.3200
4-Mar-04,33.3300
5-Mar-04,33.2800
8-Mar-04,33.3500
9-Mar-04,33.2800
10-Mar-04,33.3500
11-Mar-04,33.2800
12-Mar-04,33.4200
15-Mar-04,33.4000
